adj,noun,adj_article,article,mass
red,foot,a,a,FALSE
red,road,a,a,FALSE
wooden,spoon,a,a,FALSE
back,horse,a,a,FALSE
stomp,stomp,a,a,FALSE
daddy,tiger,a,a,FALSE
mommy,tiger,a,a,FALSE
baby,lion,a,a,FALSE
pink,sock,a,a,FALSE
baby,tiger,a,a,FALSE
surf,board,a,a,FALSE
surf,surf,a,a,FALSE
bubble,container,a,a,FALSE
baby,jaguar,a,a,FALSE
toucan,bird,a,a,FALSE
orange,sequin,an,a,FALSE
orange,container,an,a,FALSE
wet,bud,a,a,FALSE
pink,ring,a,a,FALSE
sing,day,a,a,FALSE
square,green,,,TRUE
fish,sticker,a,a,FALSE
bottom,tickle,a,a,FALSE
pink,sandal,a,a,FALSE
outside,guy,an,a,FALSE
run,girl,a,a,FALSE
sand,castle,a,a,FALSE
orange,square,an,a,FALSE
orangutan,elephant,an,an,FALSE
orangutan,flamingo,an,a,FALSE
purple,book,a,a,FALSE
alphabet,pal,an,a,FALSE
circus,tent,a,a,FALSE
thumb,piano,a,a,FALSE
umbrella,handle,an,a,FALSE
elephant,parade,an,a,FALSE
marble,arch,a,an,FALSE
green,heart,a,a,FALSE
thick,marker,a,a,FALSE
blowing,kiss,a,a,FALSE
strawberry,yogurt,,,TRUE
bubble,mixer,a,a,FALSE
orange,necklace,an,a,FALSE
flat,house,a,a,FALSE
pink,leg,a,a,FALSE
dark,woods,,,TRUE
kettle,drum,a,a,FALSE
sugar,bowl,a,a,FALSE
bottom,shelf,a,a,FALSE
pink,eyeball,a,an,FALSE
red,ear,a,an,FALSE
elephant,ride,an,a,FALSE
yellow,shelf,a,a,FALSE
pony,ride,a,a,FALSE
strawberry,lemonade,,,TRUE
picnic,meal,a,a,FALSE
pumpkin,bear,a,a,FALSE
jellyfish,family,a,a,FALSE
juicy,one,a,a,FALSE
noodle,worm,a,a,FALSE
poison,apple,a,an,FALSE
orange,bag,an,a,FALSE
picnic,blanket,a,a,FALSE
outside,person,an,a,FALSE
circus,officer,a,an,FALSE
circus,police,,,TRUE
wooden,piece,a,a,FALSE
pointy,one,a,a,FALSE
orange,tree,an,a,FALSE
top,handle,a,a,FALSE
root,rot,,,TRUE
yellow,spin,a,a,FALSE
slippery,sock,a,a,FALSE
juicy,juice,,,TRUE
baby,stroller,a,a,FALSE
toast,toast,,,TRUE
smiley,girl,a,a,FALSE
sweet,bread,,,TRUE
shoe,horn,a,a,FALSE
yellow,pants,,,TRUE
dead,flower,a,a,FALSE
baby,spoon,a,a,FALSE
freeze,tag,a,a,FALSE
eleven,square,an,a,FALSE
yellow,yellow,,,TRUE
hot,rice,,,TRUE
dirty,one,a,a,FALSE
giant,puppet,a,a,FALSE
shadow,puppet,a,a,FALSE
string,puppet,a,a,FALSE
pant,leg,a,a,FALSE
sweet,cocoa,,,TRUE
top,cream,,,TRUE
salty,wave,a,a,FALSE
bright,leaf,a,a,FALSE
thick,noodle,a,a,FALSE
green,noodle,a,a,FALSE
purple,noodle,a,a,FALSE
goldfish,soup,,,TRUE
stairs,kid,a,a,FALSE
furry,platypus,a,a,FALSE
green,strawberry,a,a,FALSE
vanilla,one,a,a,FALSE
taller,spoon,a,a,FALSE
sand,toy,a,a,FALSE
naked,child,a,a,FALSE
purple,frog,a,a,FALSE
purple,flag,a,a,FALSE
red,pin,a,a,FALSE
purple,cap,a,a,FALSE
fish,fin,a,a,FALSE
fuzzy,ear,a,an,FALSE
baby,bear,a,a,FALSE
yellow,feather,a,a,FALSE
brown,teddy,a,a,FALSE
pink,teddy,a,a,FALSE
bottom,cover,a,a,FALSE
hot,desert,a,a,FALSE
bite,bite,a,a,FALSE
green,tooth,a,a,FALSE
outside,shell,an,a,FALSE
fairy,lady,a,a,FALSE
solid,food,,,TRUE
baby,tooth,a,a,FALSE
hot,sundae,a,a,FALSE
mulberry,tree,a,a,FALSE
mulberry,bush,a,a,FALSE
drum,vibrate,a,a,FALSE
top,bunk,a,a,FALSE
pink,balloon,a,a,FALSE
ostrich,tights,,,TRUE
grey,shorts,,,TRUE
singing,voice,a,a,FALSE
orange,tiger,an,a,FALSE
brown,monkey,a,a,FALSE
purple,train,a,a,FALSE
red,bead,a,a,FALSE
green,bead,a,a,FALSE
purple,reindeer,a,a,FALSE
yellow,reindeer,a,a,FALSE
frog,bucket,a,a,FALSE
yellow,coloring,,,TRUE
breakfast,bar,a,a,FALSE
purple,bear,a,a,FALSE
daddy,lion,a,a,FALSE
pumpkin,pie,a,a,FALSE
yellow,girl,a,a,FALSE
red,girl,a,a,FALSE
yellow,boy,a,a,FALSE
red,bed,a,a,FALSE
purple,bath,a,a,FALSE
yellow,glasses,,,TRUE
green,elephant,a,an,FALSE
sky,color,a,a,FALSE
green,back,a,a,FALSE
yellow,tube,a,a,FALSE
snow,hill,a,a,FALSE
frog,boot,a,a,FALSE
bear,mask,a,a,FALSE
red,knight,a,a,FALSE
yellow,knight,a,a,FALSE
red,broccoli,,,TRUE
yellow,guitar,a,a,FALSE
dwarf,tree,a,a,FALSE
bear,hunter,a,a,FALSE
orange,corner,an,a,FALSE
elephant,ear,an,an,FALSE
pirate,movie,a,a,FALSE
snow,seal,a,a,FALSE
snow,tiger,a,a,FALSE
pirate,necklace,a,a,FALSE
panda,bear,a,a,FALSE
dalmatian,dog,a,a,FALSE
neighbor,baby,a,a,FALSE
spoonful,mama,a,a,FALSE
red,mark,a,a,FALSE
bottom,tooth,a,a,FALSE
circus,baby,a,a,FALSE
baby,booty,a,a,FALSE
human,body,a,a,FALSE
coral,snake,a,a,FALSE
horned,viper,a,a,FALSE
green,rectangle,a,a,FALSE
bright,one,a,a,FALSE
naked,person,a,a,FALSE
detective,show,a,a,FALSE
daddy,boy,a,a,FALSE
hot,ice,,,TRUE
juicy,pear,a,a,FALSE
bright,man,a,a,FALSE
round,glasses,,,TRUE
feathered,feather,a,a,FALSE
uniform,skirt,a,a,FALSE
pink,pants,,,TRUE
ultrasound,picture,an,a,FALSE
daddy,burp,a,a,FALSE
green,park,a,a,FALSE
top,lip,a,a,FALSE
dead,brain,a,a,FALSE
red,orange,a,an,FALSE
pirate,show,a,a,FALSE
frozen,lip,a,a,FALSE
popsicle,world,a,a,FALSE
girl,deer,a,a,FALSE
bright,punch,a,a,FALSE
red,punch,a,a,FALSE
worm,soup,,,TRUE
soy,sauce,,,TRUE
plastic,box,a,a,FALSE
apple,butter,,,TRUE
parmesan,cheese,,,TRUE
pink,shorts,,,TRUE
sweet,tasting,a,a,FALSE
lacing,piece,a,a,FALSE
dancing,bud,a,a,FALSE
upstairs,bud,an,a,FALSE
stairs,bud,a,a,FALSE
singing,bud,a,a,FALSE
yellow,ad,a,an,FALSE
pink,block,a,a,FALSE
dark,lollipop,a,a,FALSE
wooden,track,a,a,FALSE
yellow,taxi,a,a,FALSE
purple,fire,,,TRUE
red,boat,a,a,FALSE
orange,train,an,a,FALSE
red,track,a,a,FALSE
red,street,a,a,FALSE
wooden,train,a,a,FALSE
plastic,train,a,a,FALSE
kid,cartoon,a,a,FALSE
purple,wiggle,a,a,FALSE
slippery,soap,,,TRUE
hill,track,a,a,FALSE
orange,taste,an,a,FALSE
cutting,board,a,a,FALSE
pear,skin,,,TRUE
green,blanket,a,a,FALSE
baby,night,a,a,FALSE
mommy,chin,a,a,FALSE
daddy,chin,a,a,FALSE
orange,hamster,an,a,FALSE
red,hamster,a,a,FALSE
green,jacket,a,a,FALSE
vanilla,cookie,a,a,FALSE
broken,bat,a,a,FALSE
bubble,maker,a,a,FALSE
bubble,soap,,,TRUE
wet,baby,a,a,FALSE
purple,on,a,an,FALSE
till,dinner,a,a,FALSE
tree,house,a,a,FALSE
dolly,house,a,a,FALSE
ear,lobe,an,a,FALSE
daddy,travels,,,TRUE
green,bear,a,a,FALSE
safari,hat,a,a,FALSE
yellow,wedge,a,a,FALSE
orange,purple,,,TRUE
yellow,purple,,,TRUE
fairy,pony,a,a,FALSE
rinse,shake,a,a,FALSE
yellow,knee,a,a,FALSE
red,diamond,a,a,FALSE
top,ball,a,a,FALSE
shadow,line,a,a,FALSE
green,field,a,a,FALSE
brown,cow,a,a,FALSE
sweet,hay,,,TRUE
dark,sky,a,a,FALSE
red,machine,a,a,FALSE
tan,lotion,,,TRUE
flower,petal,a,a,FALSE
red,pole,a,a,FALSE
yellow,bar,a,a,FALSE
skip,skip,a,a,FALSE
plastic,mat,a,a,FALSE
orange,suit,an,a,FALSE
green,pants,,,TRUE
pink,scarf,a,a,FALSE
green,coat,a,a,FALSE
green,glove,a,a,FALSE
bear,sleeping,,,TRUE
dust,rag,a,a,FALSE
yarn,basket,a,a,FALSE
dead,skin,,,TRUE
purple,pear,a,a,FALSE
wiggle,wiggle,a,a,FALSE
sunny,road,a,a,FALSE
giraffe,leg,a,a,FALSE
wooden,board,a,a,FALSE
snow,wheel,a,a,FALSE
snow,tire,a,a,FALSE
goose,mama,a,a,FALSE
baby,swing,a,a,FALSE
outside,mama,an,a,FALSE
slide,mama,a,a,FALSE
hot,lava,,,TRUE
sweet,shrimp,,,TRUE
giant,squid,a,a,FALSE
baby,wipe,a,a,FALSE
orange,tummy,an,a,FALSE
burnt,charcoal,,,TRUE
lady,toy,a,a,FALSE
hot,date,a,a,FALSE
write,queen,a,a,FALSE
dead,lip,a,a,FALSE
mutant,peacock,a,a,FALSE
grape,juice,,,TRUE
sunny,path,a,a,FALSE
yellow,curtain,a,a,FALSE
giant,clay,,,TRUE
fowl,fruit,a,a,FALSE
strangle,mom,a,a,FALSE
baby,bee,a,a,FALSE
dead,cereal,,,TRUE
doll,baby,a,a,FALSE
write,postcard,a,a,FALSE
hillbilly,baby,a,a,FALSE
giant,gorilla,a,a,FALSE
giant,shadow,a,a,FALSE
pink,pony,a,a,FALSE
bloody,coconut,a,a,FALSE
back,corner,a,a,FALSE
sugar,dough,,,TRUE
blob,cookie,a,a,FALSE
cookie,blob,a,a,FALSE
purple,submarine,a,a,FALSE
pink,rake,a,a,FALSE
pink,tool,a,a,FALSE
slot,machine,a,a,FALSE
green,jungle,a,a,FALSE
glass,door,a,a,FALSE
elephant,weight,an,a,FALSE
hot,cookie,a,a,FALSE
dead,bone,a,a,FALSE
thorn,bush,a,a,FALSE
giant,thorn,a,a,FALSE
raspberry,patch,a,a,FALSE
strawberry,patch,a,a,FALSE
red,panda,a,a,FALSE
orange,plant,an,a,FALSE
daddy,mommy,a,a,FALSE
dirty,key,a,a,FALSE
mommy,cheek,a,a,FALSE
dirty,basket,a,a,FALSE
fat,mama,a,a,FALSE
outfit,girl,an,a,FALSE
bright,moonlight,,,TRUE
hot,oven,a,an,FALSE
back,dude,a,a,FALSE
cut,dude,a,a,FALSE
eat,man,an,a,FALSE
pink,lip,a,a,FALSE
mommy,sneeze,a,a,FALSE
green,money,,,TRUE
daddy,vacuum,a,a,FALSE
green,vacuum,a,a,FALSE
red,jeep,a,a,FALSE
write,bill,a,a,FALSE
blind,mommy,a,a,FALSE
blind,mom,a,a,FALSE
paw,print,a,a,FALSE
puppy,print,a,a,FALSE
purple,candy,,,TRUE
daddy,yell,a,a,FALSE
bleach,water,,,TRUE
sweet,cloth,a,a,FALSE
green,suit,a,a,FALSE
pink,bag,a,a,FALSE
lawn,person,a,a,FALSE
plastic,tunnel,a,a,FALSE
top,refrigerator,a,a,FALSE
gold,medal,a,a,FALSE
worm,poop,,,TRUE
garden,soil,,,TRUE
dead,plant,a,a,FALSE
yard,clipping,a,a,FALSE
taller,ceiling,a,a,FALSE
purple,juice,,,TRUE
crispy,worm,a,a,FALSE
pink,milk,,,TRUE
dead,worm,a,a,FALSE
baby,worm,a,a,FALSE
moist,soil,,,TRUE
mucus,sack,a,a,FALSE
sperm,cell,a,a,FALSE
thick,gland,a,a,FALSE
dark,food,,,TRUE
red,worm,a,a,FALSE
garden,worm,a,a,FALSE
garden,snow,,,TRUE
garden,hose,a,a,FALSE
orange,skin,,,TRUE
green,plant,a,a,FALSE
blond,girl,a,a,FALSE
red,man,a,a,FALSE
yellow,man,a,a,FALSE
naked,butt,a,a,FALSE
fish,egg,a,an,FALSE
mud,line,a,a,FALSE
bear,boob,a,a,FALSE
daddy,bear,a,a,FALSE
mommy,bear,a,a,FALSE
bear,cub,a,a,FALSE
bear,suit,a,a,FALSE
fish,guts,,,TRUE
brown,writing,,,TRUE
batter,box,a,a,FALSE
red,book,a,a,FALSE
wooden,sword,a,a,FALSE
pink,sword,a,a,FALSE
metallic,bronze,,,TRUE
solid,bronze,,,TRUE
iron,sword,an,a,FALSE
statue,toy,a,a,FALSE
squirt,squirt,a,a,FALSE
fire,truck,a,a,FALSE
fire,man,a,a,FALSE
wildlife,park,a,a,FALSE
engine,shed,an,a,FALSE
color,grey,,,TRUE
air,balloon,an,a,FALSE
birth,day,a,a,FALSE
rain,bow,a,a,FALSE
piece,bow,a,a,FALSE
night,kiss,a,a,FALSE
dog,popsicle,a,a,FALSE
head,stand,a,a,FALSE
honey,bee,a,a,FALSE
tap,dance,a,a,FALSE
cargo,ship,a,a,FALSE
sand,sheep,a,a,FALSE
lemon,soda,,,TRUE
cookie,crumb,a,a,FALSE
children,book,a,a,FALSE
school,teacher,a,a,FALSE
board,instrument,a,an,FALSE
choir,boy,a,a,FALSE
cathedral,choir,a,a,FALSE
boy,mouth,a,a,FALSE
raisin,bun,a,a,FALSE
music,book,a,a,FALSE
bird,bird,a,a,FALSE
cat,cat,a,a,FALSE
sheep,sheep,a,a,FALSE
bed,explorer,a,an,FALSE
explorer,suit,an,a,FALSE
fishing,pole,a,a,FALSE
poo,poo,,,TRUE
dog,cheese,,,TRUE
cheese,water,,,TRUE
water,melon,a,a,FALSE
juice,tea,,,TRUE
sea,picture,a,a,FALSE
grape,ape,a,an,FALSE
color,paint,,,TRUE
hand,print,a,a,FALSE
puppet,house,a,a,FALSE
color,orange,a,an,FALSE
castle,puzzle,a,a,FALSE
back,side,a,a,FALSE
pointy,fish,a,a,FALSE
porcupine,piece,a,a,FALSE
sister,fight,a,a,FALSE
wing,color,a,a,FALSE
rain,drink,a,a,FALSE
mirror,show,a,a,FALSE
game,tile,a,a,FALSE
board,tile,a,a,FALSE
letter,tile,a,a,FALSE
couple,bite,a,a,FALSE
prize,game,a,a,FALSE
game,contestant,a,a,FALSE
bowling,pin,a,a,FALSE
snow,night,a,a,FALSE
fairy,note,a,a,FALSE
rail,road,a,a,FALSE
pointy,tree,a,a,FALSE
baby,picture,a,a,FALSE
baby,pool,a,a,FALSE
edge,one,an,a,FALSE
ball,mitt,a,a,FALSE
sea,horse,a,a,FALSE
fuzzy,peach,a,a,FALSE
clothes,hamper,a,a,FALSE
school,bus,a,a,FALSE
drummer,boy,a,a,FALSE
zoo,man,a,a,FALSE
snow,book,a,a,FALSE
man,book,a,a,FALSE
bear,swimming,,,TRUE
snow,man,a,a,FALSE
night,sky,a,a,FALSE
baby,deer,a,a,FALSE
climbing,stair,a,a,FALSE
bike,ride,a,a,FALSE
school,girl,a,a,FALSE
circle,drawing,a,a,FALSE
moon,game,a,a,FALSE
photo,album,a,an,FALSE
drum,stick,a,a,FALSE
baby,crayon,a,a,FALSE
crayon,pile,a,a,FALSE
kids,dance,a,a,FALSE
mommy,sleeping,,,TRUE
monkey,slip,a,a,FALSE
fire,sniff,a,a,FALSE
day,mommy,a,a,FALSE
birth,cake,a,a,FALSE
day,cake,a,a,FALSE
monkey,whisper,a,a,FALSE
message,machine,a,a,FALSE
water,park,a,a,FALSE
dog,hair,,,TRUE
rubber,band,a,a,FALSE
steam,roller,a,a,FALSE
cement,truck,a,a,FALSE
monkey,soda,,,TRUE
willow,tree,a,a,FALSE
monkey,bar,a,a,FALSE
cookie,sandwich,a,a,FALSE
paper,cut,a,a,FALSE
foot,green,,,TRUE
hand,green,,,TRUE
food,picture,a,a,FALSE
piano,player,a,a,FALSE
tennis,racket,a,a,FALSE
bottle,pie,a,a,FALSE
splash,splash,a,a,FALSE
dish,washer,a,a,FALSE
baby,doll,a,a,FALSE
leopard,seal,a,a,FALSE
girl,swing,a,a,FALSE
climbing,rose,a,a,FALSE
weenie,firefly,a,a,FALSE
doll,house,a,a,FALSE
sister,bride,a,a,FALSE
sister,princess,a,a,FALSE
night,princess,a,a,FALSE
table,cloth,a,a,FALSE
doggy,tail,a,a,FALSE
milk,pitcher,a,a,FALSE
bell,sleigh,a,a,FALSE
baby,muffin,a,a,FALSE
napkin,dirty,a,a,FALSE
day,mate,a,a,FALSE
ballet,dress,a,a,FALSE
girl,bike,a,a,FALSE
baby,seal,a,a,FALSE
ballet,slipper,a,a,FALSE
hair,witch,a,a,FALSE
sand,swell,a,a,FALSE
pail,quarter,a,a,FALSE
coffee,milk,,,TRUE
potato,plant,a,a,FALSE
stone,wall,a,a,FALSE
pee,pod,a,a,FALSE
wash,basin,a,a,FALSE
bus,ride,a,a,FALSE
puppet,baby,a,a,FALSE
lobster,hat,a,a,FALSE
turtle,hat,a,a,FALSE
grocery,store,a,a,FALSE
birth,month,a,a,FALSE
massage,table,a,a,FALSE
camp,egg,a,an,FALSE
rain,bar,a,a,FALSE
oil,pot,an,a,FALSE
turkey,chip,a,a,FALSE
ginger,ale,a,an,FALSE
cell,phone,a,a,FALSE
maple,syrup,,,TRUE
hamburger,meat,,,TRUE
bath,room,a,a,FALSE
boy,bike,a,a,FALSE
turkey,leg,a,a,FALSE
boy,drink,a,a,FALSE
leg,room,a,a,FALSE
hair,ball,a,a,FALSE
toy,bin,a,a,FALSE
laundry,basket,a,a,FALSE
people,town,a,a,FALSE
pee,pee,,,TRUE
cow,boot,a,a,FALSE
garbage,can,a,a,FALSE
home,daddy,a,a,FALSE
acre,wood,,,TRUE
hay,cookie,a,a,FALSE
corn,cookie,a,a,FALSE
day,gift,a,a,FALSE
turtle,brown,,,TRUE
turtle,pink,,,TRUE
turtle,orange,a,an,FALSE
turtle,purple,,,TRUE
flower,piece,a,a,FALSE
school,book,a,a,FALSE
candy,apple,a,an,FALSE
slap,slap,a,a,FALSE
clap,clap,a,a,FALSE
dress,piece,a,a,FALSE
mirror,piece,a,a,FALSE
tar,pit,a,a,FALSE
call,daddy,a,a,FALSE
poop,factory,a,a,FALSE
chicken,nugget,a,a,FALSE
butter,sandwich,a,a,FALSE
mail,box,a,a,FALSE
rain,glasses,,,TRUE
suction,cup,a,a,FALSE
toy,house,a,a,FALSE
machine,gun,a,a,FALSE
toy,bar,a,a,FALSE
night,night,a,a,FALSE
oatmeal,bath,an,a,FALSE
dress,honey,,,TRUE
camera,man,a,a,FALSE
house,shoe,a,a,FALSE
shirt,dirty,a,a,FALSE
bag,baby,a,a,FALSE
boy,pull,a,a,FALSE
daddy,book,a,a,FALSE
dinner,honey,,,TRUE
honey,pie,a,a,FALSE
meat,sandwich,a,a,FALSE
caramel,cluster,a,a,FALSE
boy,tooth,a,a,FALSE
cheese,pizza,,,TRUE
cracker,sandwich,a,a,FALSE
bug,book,a,a,FALSE
baby,chair,a,a,FALSE
day,balloon,a,a,FALSE
plane,plane,a,a,FALSE
balloon,head,a,a,FALSE
pony,tail,a,a,FALSE
tail,girl,a,a,FALSE
girl,glass,a,a,FALSE
medication,honey,,,TRUE
puppy,blanket,a,a,FALSE
girl,fork,a,a,FALSE
day,fairy,a,a,FALSE
fairy,baby,a,a,FALSE
toilet,paper,a,a,FALSE
room,sweet,a,a,FALSE
hall,baby,a,a,FALSE
guy,dancing,,,TRUE
plaid,coat,a,a,FALSE
barrel,button,a,a,FALSE
tongue,boy,a,a,FALSE
water,ride,a,a,FALSE
cream,truck,a,a,FALSE
baseball,bat,a,a,FALSE
rocket,shot,a,a,FALSE
video,store,a,a,FALSE
foot,ball,a,a,FALSE
face,painting,a,a,FALSE
gift,shop,a,a,FALSE
hair,cap,a,a,FALSE
candy,machine,a,a,FALSE
guy,chicken,a,a,FALSE
truck,book,a,a,FALSE
day,bear,a,a,FALSE
wood,chip,a,a,FALSE
night,bird,a,a,FALSE
train,track,a,a,FALSE
triangle,toast,,,TRUE
grape,fruit,a,a,FALSE
mommy,pincher,a,a,FALSE
melon,ball,a,a,FALSE
moon,rover,a,a,FALSE
giant,meteorite,a,a,FALSE
web,site,a,a,FALSE
fuel,tank,a,a,FALSE
air,push,an,a,FALSE
drawing,table,a,a,FALSE
fire,station,a,a,FALSE
sewer,line,a,a,FALSE
balloon,popping,a,a,FALSE
bar,bell,a,a,FALSE
ash,tray,an,a,FALSE
dinner,table,a,a,FALSE
fax,machine,a,a,FALSE
finger,nail,a,a,FALSE
train,table,a,a,FALSE
sweat,shirt,a,a,FALSE
girl,house,a,a,FALSE
basket,ball,a,a,FALSE
ball,tent,a,a,FALSE
ball,player,a,a,FALSE
marker,paper,a,a,FALSE
girl,bed,a,a,FALSE
color,marker,a,a,FALSE
bacon,toast,,,TRUE
toast,stick,a,a,FALSE
dinosaur,movie,a,a,FALSE
spider,leg,a,a,FALSE
feather,painting,a,a,FALSE
day,color,a,a,FALSE
princess,puzzle,a,a,FALSE
sun,lotion,,,TRUE
girl,standing,,,TRUE
coat,hanger,a,a,FALSE
cookie,cutter,a,a,FALSE
teddy,cookie,a,a,FALSE
eye,shadow,an,a,FALSE
bagel,dog,a,a,FALSE
hair,day,a,a,FALSE
potty,chair,a,a,FALSE
building,block,a,a,FALSE
pig,pig,a,a,FALSE
people,card,a,a,FALSE
water,bucket,a,a,FALSE
mud,puddle,a,a,FALSE
flower,plate,a,a,FALSE
water,spout,a,a,FALSE
girl,shoe,a,a,FALSE
juice,box,a,a,FALSE
pumpkin,mouth,a,a,FALSE
baby,bunny,a,a,FALSE
cream,cone,a,a,FALSE
son,scooter,a,a,FALSE
bead,string,a,a,FALSE
baby,kiss,a,a,FALSE
apple,crunch,an,a,FALSE
animal,puzzle,an,a,FALSE
baby,cookie,a,a,FALSE
toy,closet,a,a,FALSE
eat,ice,,,TRUE
card,game,a,a,FALSE
potty,sticker,a,a,FALSE
potty,book,a,a,FALSE
book,sticker,a,a,FALSE
honey,egg,a,an,FALSE
sand,block,a,a,FALSE
card,basket,a,a,FALSE
chocolate,fry,a,a,FALSE
milk,fry,a,a,FALSE
rocket,ship,a,a,FALSE
face,guy,a,a,FALSE
pony,stick,a,a,FALSE
cranium,patch,a,a,FALSE
tip,toe,a,a,FALSE
cranium,pad,a,a,FALSE
case,drip,a,a,FALSE
paint,drip,a,a,FALSE
foot,print,a,a,FALSE
troll,bridge,a,a,FALSE
baby,fish,a,a,FALSE
flip,flop,a,a,FALSE
flop,flap,a,a,FALSE
bouncing,spot,a,a,FALSE
school,boy,a,a,FALSE
boy,recliner,a,a,FALSE
honey,bunny,a,a,FALSE
cheese,ball,a,a,FALSE
step,stool,a,a,FALSE
cheese,stick,a,a,FALSE
pooper,scooper,a,a,FALSE
banana,strawberry,a,a,FALSE
basket,game,a,a,FALSE
birth,present,a,a,FALSE
frog,outfit,a,an,FALSE
tub,seat,a,a,FALSE
yogurt,juice,,,TRUE
boy,bed,a,a,FALSE
dog,stand,a,a,FALSE
dragon,stroller,a,a,FALSE
baseball,game,a,a,FALSE
oil,barrel,an,a,FALSE
office,chair,an,a,FALSE
dragon,game,a,a,FALSE
horse,break,a,a,FALSE
pop,corn,a,a,FALSE
movie,theater,a,a,FALSE
building,downtown,a,a,FALSE
police,hook,a,a,FALSE
hair,cut,a,a,FALSE
cheese,sauce,,,TRUE
meatball,dinner,a,a,FALSE
toy,box,a,a,FALSE
swim,trunk,a,a,FALSE
soccer,ball,a,a,FALSE
dog,joint,a,a,FALSE
bottom,pool,a,a,FALSE
foot,pool,a,a,FALSE
bug,spray,a,a,FALSE
paddle,driver,a,a,FALSE
home,movie,a,a,FALSE
family,room,a,a,FALSE
boy,stage,a,a,FALSE
paddle,game,a,a,FALSE
pile,driver,a,a,FALSE
dinosaur,bone,a,a,FALSE
dinosaur,arm,a,an,FALSE
dinosaur,foot,a,a,FALSE
dinosaur,picture,a,a,FALSE
dinosaur,leg,a,a,FALSE
dinosaur,skull,a,a,FALSE
dinosaur,head,a,a,FALSE
dinosaur,blanket,a,a,FALSE
dinosaur,hunt,a,a,FALSE
dinosaur,hunter,a,a,FALSE
dinosaur,map,a,a,FALSE
dinosaur,artifact,a,an,FALSE
knee,joint,a,a,FALSE
leg,bone,a,a,FALSE
college,downtown,a,a,FALSE
eyes,face,an,a,FALSE
trash,can,a,a,FALSE
bike,riding,,,TRUE
father,duck,a,a,FALSE
wash,cloth,a,a,FALSE
bath,door,a,a,FALSE
room,door,a,a,FALSE
window,sill,a,a,FALSE
ball,bounce,a,a,FALSE
couple,day,a,a,FALSE
pretzel,stick,a,a,FALSE
dog,sticker,a,a,FALSE
gas,station,a,a,FALSE
tooth,brush,a,a,FALSE
diaper,wipe,a,a,FALSE
tooth,paste,a,a,FALSE
icecream,scoop,an,a,FALSE
scoop,game,a,a,FALSE
street,sweeper,a,a,FALSE
mail,person,a,a,FALSE
soccer,player,a,a,FALSE
player,generation,a,a,FALSE
skate,board,a,a,FALSE
soap,juice,,,TRUE
lunch,bag,a,a,FALSE
mommy,squirrel,a,a,FALSE
moon,beam,a,a,FALSE
toy,ship,a,a,FALSE
toy,man,a,a,FALSE
wood,box,a,a,FALSE
train,yard,a,a,FALSE
toy,tub,a,a,FALSE
refrigerator,door,a,a,FALSE
granola,bar,a,a,FALSE
night,girl,a,a,FALSE
shake,mustache,a,a,FALSE
tea,season,a,a,FALSE
diaper,check,a,a,FALSE
monkey,cow,a,a,FALSE
people,box,a,a,FALSE
ice,cube,an,a,FALSE
wheat,flour,,,TRUE
wheat,cookie,a,a,FALSE
boy,pants,,,TRUE
paint,shirt,a,a,FALSE
lunch,plate,a,a,FALSE
potty,break,a,a,FALSE
water,tower,a,a,FALSE
smoke,stack,a,a,FALSE
train,car,a,a,FALSE
earth,click,an,a,FALSE
sidewalk,chalk,,,TRUE
animal,picture,an,a,FALSE
peach,juice,,,TRUE
mail,uniform,a,a,FALSE
peach,cobbler,a,a,FALSE
kitchen,counter,a,a,FALSE
snow,shovel,a,a,FALSE
slippery,ice,,,TRUE
penguin,body,a,a,FALSE
bread,basket,a,a,FALSE
food,group,a,a,FALSE
couple,one,a,a,FALSE
pencil,show,a,a,FALSE
fat,marker,a,a,FALSE
heart,station,a,a,FALSE
ball,shirt,a,a,FALSE
balloon,streamer,a,a,FALSE
piggy,bank,a,a,FALSE
army,man,an,a,FALSE
jump,rope,a,a,FALSE
star,command,a,a,FALSE
air,plane,an,a,FALSE
block,building,a,a,FALSE
mommy,kiss,a,a,FALSE
rope,honey,,,TRUE
hair,barrette,a,a,FALSE
hair,man,a,a,FALSE
chair,boy,a,a,FALSE
bouncing,ball,a,a,FALSE
baby,bounce,a,a,FALSE
wash,room,a,a,FALSE
beach,ball,a,a,FALSE
color,green,,,TRUE
water,plant,a,a,FALSE
painting,bib,a,a,FALSE
bell,sticker,a,a,FALSE
snow,boot,a,a,FALSE
head,piece,a,a,FALSE
snow,ball,a,a,FALSE
people,call,a,a,FALSE
silver,ship,a,a,FALSE
nose,cone,a,a,FALSE
mouse,diving,,,TRUE
dinosaur,egg,a,an,FALSE
art,museum,an,a,FALSE
chocolate,milk,,,TRUE
movie,art,,,TRUE
guy,knight,a,a,FALSE
guy,wizard,a,a,FALSE
dragon,guy,a,a,FALSE
head,pirate,a,a,FALSE
sand,table,a,a,FALSE
bottle,puddle,a,a,FALSE
country,music,,,TRUE
toddler,toy,a,a,FALSE
dragon,boy,a,a,FALSE
water,boil,a,a,FALSE
knock,one,a,a,FALSE
ball,game,a,a,FALSE
child,card,a,a,FALSE
report,card,a,a,FALSE
sculpture,race,a,a,FALSE
freight,wiggle,a,a,FALSE
lip,stick,a,a,FALSE
spider,head,a,a,FALSE
ball,one,a,a,FALSE
